date;marketplace;brand;campaign_type;impressions;clicks;orders;spend
2025-01-17;Lamoda;ДетиНосят;Поиск;180728;6174;902;203742
2025-08-12;Ozon;ДетиПоносят;Брендовая реклама;23778;1040;54;66560
2025-04-04;Wildberries;ДетиНеВыносят;Поиск;126222;9639;725;587979
2025-02-10;Яндекс Маркет;ДетиПоносят;Брендовая реклама;177854;2308;332;41544
2025-05-25;Wildberries;ДетиПоносят;Авто-реклама;185013;4375;186;328125
2025-09-09;Ozon;ДетиНосят;Поиск;189146;9560;1323;535360
2025-10-17;Wildberries;ДетиНосят;Каталог;123000;7693;664;330799
2025-11-09;Яндекс Маркет;ДетиПоносят;Брендовая реклама;75849;1715;183;46305
2025-12-17;Яндекс Маркет;ДетиНосят;Каталог;70014;1180;64;81420
2025-02-03;Яндекс Маркет;ДетиНеВыносят;Каталог;77306;4311;575;120708
2025-09-19;Wildberries;ДетиПоносят;Продвижение карточки;65744;3627;234;181350
2025-09-24;Wildberries;ДетиНеВыносят;Продвижение карточки;156355;10813;673;129756
2025-05-14;Ozon;ДетиНосят;Поиск;143878;9917;1262;614854
2025-01-10;Wildberries;ДетиПоносят;Каталог;94361;7474;1043;321382
2025-11-29;Ozon;ДетиПоносят;Продвижение карточки;192983;15258;954;1083318
2025-06-25;Яндекс Маркет;ДетиНосят;Брендовая реклама;27854;412;31;5768
2025-12-20;Яндекс Маркет;ДетиНосят;Авто-реклама;107190;4570;458;233070
2025-06-07;Wildberries;ДетиНеВыносят;Брендовая реклама;39817;1182;154;67374
2025-08-21;Lamoda;ДетиНеВыносят;Авто-реклама;164346;5070;356;65910
2025-01-23;Ozon;ДетиПоносят;Продвижение карточки;2589;182;13;4004
2025-08-31;Ozon;ДетиНосят;Продвижение карточки;39579;2781;376;164079
2025-05-20;Lamoda;ДетиНосят;Брендовая реклама;81928;1722;209;67158
2025-08-18;Ozon;ДетиНеВыносят;Продвижение карточки;76885;2750;337;200750
2025-02-22;Ozon;ДетиНеВыносят;Продвижение карточки;187698;13439;561;954169
2025-10-08;Яндекс Маркет;ДетиНеВыносят;Каталог;75187;4341;420;117207
2025-09-06;Lamoda;ДетиНосят;Продвижение карточки;184263;5440;494;141440
2025-10-04;Lamoda;ДетиПоносят;Поиск;98254;7278;938;181950
2025-11-16;Wildberries;ДетиНеВыносят;Авто-реклама;23028;1176;152;14112
2025-02-05;Яндекс Маркет;ДетиНеВыносят;Брендовая реклама;19425;1134;143;72576
2025-08-03;Lamoda;ДетиНосят;Авто-реклама;50402;2480;343;153760
2025-09-22;Яндекс Маркет;ДетиПоносят;Продвижение карточки;6656;387;11;10449
2025-01-28;Ozon;ДетиПоносят;Авто-реклама;172952;13588;1381;937572
2025-01-27;Wildberries;ДетиПоносят;Продвижение карточки;125505;4360;210;143880
2025-12-15;Wildberries;ДетиНосят;Поиск;195404;3699;332;55485
2025-02-15;Lamoda;ДетиНосят;Продвижение карточки;81507;3411;474;214893
2025-02-20;Яндекс Маркет;ДетиПоносят;Продвижение карточки;20855;394;20;10638
2025-12-19;Wildberries;ДетиНеВыносят;Брендовая реклама;146646;9470;1193;321980
2025-11-18;Ozon;ДетиНеВыносят;Каталог;83661;6572;711;164300
2025-12-24;Wildberries;ДетиНеВыносят;Каталог;144536;6377;711;318850
2025-02-04;Wildberries;ДетиНеВыносят;Брендовая реклама;140491;9987;1317;619194
2025-07-16;Яндекс Маркет;ДетиПоносят;Брендовая реклама;69050;2373;228;59325
2025-03-19;Wildberries;ДетиПоносят;Каталог;76248;3747;119;213579
2025-12-10;Wildberries;ДетиНеВыносят;Авто-реклама;131055;8620;281;413760
2025-08-21;Яндекс Маркет;ДетиНосят;Продвижение карточки;159511;6326;658;430168
2025-05-14;Lamoda;ДетиНеВыносят;Авто-реклама;57265;4436;515;133080
2025-09-03;Яндекс Маркет;ДетиНеВыносят;Брендовая реклама;75681;1383;178;66384
2025-10-31;Wildberries;ДетиНосят;Поиск;156781;5539;234;105241
2025-06-27;Lamoda;ДетиНосят;Продвижение карточки;7715;438;58;17958
2025-11-03;Wildberries;ДетиНосят;Поиск;186007;8782;267;131730
2025-12-06;Яндекс Маркет;ДетиПоносят;Поиск;127325;6188;236;426972
2025-08-29;Wildberries;ДетиПоносят;Авто-реклама;44698;1906;222;110548
2025-10-20;Ozon;ДетиНеВыносят;Каталог;191788;5624;425;185592
2025-06-26;Ozon;ДетиНеВыносят;Поиск;147152;7285;286;298685
2025-11-13;Яндекс Маркет;ДетиНосят;Поиск;127829;3767;480;82874
2025-12-06;Ozon;ДетиПоносят;Авто-реклама;80201;5378;561;75292
2025-04-08;Wildberries;ДетиНосят;Авто-реклама;50087;2102;270;25224
2025-09-25;Lamoda;ДетиНеВыносят;Брендовая реклама;121867;2807;368;47719
2025-03-20;Яндекс Маркет;ДетиНеВыносят;Продвижение карточки;163239;6619;406;178713
2025-01-31;Яндекс Маркет;ДетиНеВыносят;Авто-реклама;37458;782;27;32844
2025-09-05;Ozon;ДетиПоносят;Каталог;29447;2236;77;145340
2025-10-22;Яндекс Маркет;ДетиНеВыносят;Авто-реклама;118821;3393;501;149292
2025-01-08;Lamoda;ДетиНеВыносят;Каталог;179654;8549;698;111137
2025-10-23;Wildberries;ДетиПоносят;Брендовая реклама;69985;2601;135;197676
2025-01-29;Ozon;ДетиНосят;Каталог;142485;8298;930;149364
2025-05-13;Wildberries;ДетиНосят;Авто-реклама;148947;3798;151;288648
2025-11-06;Lamoda;ДетиНосят;Поиск;147628;3133;197;203645
2025-09-08;Lamoda;ДетиПоносят;Авто-реклама;184200;12175;784;316550
2025-11-19;Wildberries;ДетиНосят;Поиск;18551;484;56;13068
2025-05-06;Яндекс Маркет;ДетиНеВыносят;Брендовая реклама;37609;2247;125;67410
2025-08-28;Ozon;ДетиПоносят;Брендовая реклама;58717;4229;458;215679
2025-09-10;Lamoda;ДетиНеВыносят;Каталог;17737;908;82;62652
2025-07-29;Wildberries;ДетиНеВыносят;Авто-реклама;71228;4811;247;96220
2025-12-09;Lamoda;ДетиНеВыносят;Поиск;154101;2290;177;116790
2025-11-22;Яндекс Маркет;ДетиНеВыносят;Авто-реклама;26197;1002;68;55110
2025-10-28;Lamoda;ДетиПоносят;Поиск;89944;6848;482;273920
2025-04-30;Wildberries;ДетиНеВыносят;Каталог;85538;4399;620;109975
2025-05-23;Lamoda;ДетиНосят;Каталог;140735;8174;820;171654
2025-10-05;Wildberries;ДетиПоносят;Авто-реклама;143186;6104;457;109872
2025-11-27;Ozon;ДетиНеВыносят;Поиск;159096;9281;1357;315554
2025-09-04;Ozon;ДетиНеВыносят;Поиск;65105;3607;429;137066
2025-07-04;Lamoda;ДетиНеВыносят;Брендовая реклама;123305;7483;416;82313
2025-10-03;Яндекс Маркет;ДетиНеВыносят;Брендовая реклама;99227;5654;797;214852
2025-04-18;Яндекс Маркет;ДетиПоносят;Каталог;114529;7143;907;221433
2025-07-04;Lamoda;ДетиНеВыносят;Каталог;133172;8950;388;152150
2025-01-25;Wildberries;ДетиПоносят;Брендовая реклама;57326;4138;278;120002
2025-03-18;Ozon;ДетиНеВыносят;Поиск;152661;5310;432;292050
2025-03-10;Wildberries;ДетиНеВыносят;Авто-реклама;1149;86;8;1978
2025-01-29;Ozon;ДетиНеВыносят;Продвижение карточки;79095;1071;67;19278
2025-06-24;Lamoda;ДетиНосят;Продвижение карточки;133996;10528;628;484288
2025-11-25;Lamoda;ДетиНеВыносят;Поиск;167802;3119;420;218330
2025-10-29;Wildberries;ДетиНеВыносят;Авто-реклама;134092;4029;419;286059
2025-05-01;Яндекс Маркет;ДетиНеВыносят;Каталог;153103;6074;473;461624
2025-10-24;Lamoda;ДетиПоносят;Каталог;19984;1460;60;108040
2025-11-29;Wildberries;ДетиПоносят;Брендовая реклама;13879;632;27;37288
2025-06-12;Ozon;ДетиПоносят;Каталог;143022;8314;428;324246
2025-12-12;Яндекс Маркет;ДетиНосят;Продвижение карточки;97288;5120;425;71680
2025-03-24;Lamoda;ДетиНосят;Авто-реклама;50153;1301;134;100177
2025-12-25;Lamoda;ДетиНосят;Каталог;136421;9066;513;652752
2025-09-06;Ozon;ДетиНеВыносят;Авто-реклама;187174;11742;734;328776
2025-05-20;Wildberries;ДетиНосят;Поиск;150980;10259;1067;102590
2025-10-11;Яндекс Маркет;ДетиНеВыносят;Брендовая реклама;97481;7054;594;84648
2025-06-04;Ozon;ДетиПоносят;Авто-реклама;172517;7906;663;632480
2025-04-09;Wildberries;ДетиНеВыносят;Авто-реклама;17869;739;106;8868
2025-07-03;Wildberries;ДетиНосят;Поиск;14312;217;19;4340
2025-03-21;Ozon;ДетиНеВыносят;Поиск;65279;3716;116;252688
2025-11-13;Lamoda;ДетиНеВыносят;Каталог;80680;3788;209;147732
2025-04-19;Ozon;ДетиНосят;Брендовая реклама;128278;5711;411;137064
2025-04-23;Wildberries;ДетиНосят;Продвижение карточки;179011;9582;1235;201222
2025-07-07;Яндекс Маркет;ДетиНеВыносят;Продвижение карточки;81246;4891;708;92929
2025-08-04;Ozon;ДетиНеВыносят;Продвижение карточки;108731;3632;491;243344
2025-04-22;Яндекс Маркет;ДетиПоносят;Продвижение карточки;19646;497;43;33299
2025-03-20;Ozon;ДетиНеВыносят;Авто-реклама;70636;4885;401;224710
2025-07-05;Wildberries;ДетиНосят;Каталог;102941;5045;464;338015
2025-04-28;Ozon;ДетиНеВыносят;Продвижение карточки;71220;2236;201;91676
2025-12-20;Яндекс Маркет;ДетиПоносят;Поиск;26335;1788;231;35760
2025-12-05;Ozon;ДетиНосят;Продвижение карточки;165143;11800;1270;472000
2025-11-12;Lamoda;ДетиПоносят;Авто-реклама;89177;6324;787;233988
2025-03-08;Ozon;ДетиНосят;Поиск;22275;1509;96;79977
2025-03-08;Яндекс Маркет;ДетиНосят;Поиск;115626;1345;143;45730
2025-03-22;Яндекс Маркет;ДетиНосят;Каталог;70956;4066;208;134178
2025-02-28;Lamoda;ДетиНеВыносят;Продвижение карточки;113887;8176;294;629552
2025-11-28;Lamoda;ДетиНосят;Авто-реклама;85704;6670;947;166750
2025-03-08;Яндекс Маркет;ДетиПоносят;Брендовая реклама;17182;537;44;42960
2025-08-09;Яндекс Маркет;ДетиНеВыносят;Брендовая реклама;58881;3146;403;226512
2025-07-21;Lamoda;ДетиНеВыносят;Продвижение карточки;143636;10392;1257;187056
2025-07-02;Яндекс Маркет;ДетиНосят;Брендовая реклама;154160;2637;370;87021
2025-12-29;Wildberries;ДетиНосят;Брендовая реклама;68532;3278;388;163900
2025-05-17;Яндекс Маркет;ДетиНосят;Каталог;93246;2315;185;71765
2025-11-23;Ozon;ДетиНеВыносят;Авто-реклама;98342;3428;151;161116
2025-04-02;Lamoda;ДетиНеВыносят;Поиск;154437;3719;368;171074
2025-04-06;Wildberries;ДетиНеВыносят;Брендовая реклама;156213;9123;773;401412
2025-04-02;Lamoda;ДетиНеВыносят;Брендовая реклама;148067;3574;518;164404
2025-04-20;Ozon;ДетиНосят;Авто-реклама;93788;5123;230;143444
2025-02-05;Wildberries;ДетиПоносят;Каталог;81050;981;96;51012
2025-10-16;Ozon;ДетиНеВыносят;Брендовая реклама;72294;4070;303;236060
2025-06-24;Ozon;ДетиНеВыносят;Продвижение карточки;191363;12554;559;866226
2025-11-21;Lamoda;ДетиПоносят;Авто-реклама;192190;4491;284;58383
2025-08-16;Wildberries;ДетиНеВыносят;Брендовая реклама;161225;9921;435;496050
2025-12-28;Lamoda;ДетиПоносят;Продвижение карточки;2464;188;15;13536
2025-03-31;Ozon;ДетиПоносят;Поиск;152443;4566;218;241998
2025-11-30;Wildberries;ДетиНосят;Каталог;30232;1947;79;99297
2025-10-27;Яндекс Маркет;ДетиНосят;Брендовая реклама;26592;884;77;38012
2025-10-12;Ozon;ДетиПоносят;Брендовая реклама;127368;8953;1016;501368
2025-02-11;Ozon;ДетиНосят;Продвижение карточки;3997;286;12;3718
2025-10-16;Wildberries;ДетиПоносят;Каталог;102029;1642;218;116582
2025-06-30;Яндекс Маркет;ДетиПоносят;Брендовая реклама;104242;1856;274;44544
2025-10-26;Wildberries;ДетиНеВыносят;Поиск;115426;6937;762;242795
2025-10-19;Яндекс Маркет;ДетиНеВыносят;Каталог;4648;318;40;4134
2025-08-06;Wildberries;ДетиНеВыносят;Брендовая реклама;181100;12653;660;379590
2025-10-18;Ozon;ДетиНосят;Авто-реклама;179896;13789;679;523982
2025-05-31;Lamoda;ДетиПоносят;Каталог;181161;7199;536;410343
2025-06-24;Ozon;ДетиПоносят;Авто-реклама;153265;5535;436;66420
2025-03-04;Ozon;ДетиНосят;Брендовая реклама;64682;3638;512;261936
2025-07-04;Ozon;ДетиНеВыносят;Брендовая реклама;190615;10491;647;807807
2025-11-05;Lamoda;ДетиНосят;Продвижение карточки;18598;862;104;20688
2025-02-05;Яндекс Маркет;ДетиНеВыносят;Авто-реклама;71703;5312;590;233728
2025-03-17;Яндекс Маркет;ДетиНеВыносят;Авто-реклама;119473;5050;500;121200
2025-07-23;Wildberries;ДетиПоносят;Поиск;178835;13712;1326;493632
2025-10-23;Яндекс Маркет;ДетиНеВыносят;Авто-реклама;154070;8801;283;431249
2025-01-20;Ozon;ДетиНеВыносят;Каталог;125104;8948;651;161064
2025-11-28;Wildberries;ДетиНеВыносят;Авто-реклама;183999;6016;547;60160
2025-04-16;Wildberries;ДетиНеВыносят;Поиск;90418;2595;282;205005
2025-08-21;Яндекс Маркет;ДетиНосят;Брендовая реклама;155552;4622;634;226478
2025-11-24;Яндекс Маркет;ДетиПоносят;Продвижение карточки;24905;1636;57;88344
2025-10-30;Lamoda;ДетиПоносят;Авто-реклама;77033;3104;264;239008
2025-03-06;Wildberries;ДетиПоносят;Брендовая реклама;14437;853;51;48621
2025-12-25;Яндекс Маркет;ДетиНеВыносят;Поиск;167924;2398;166;163064
2025-09-07;Ozon;ДетиПоносят;Брендовая реклама;39745;1229;75;54076
2025-04-08;Ozon;ДетиПоносят;Авто-реклама;167487;4791;675;364116
2025-08-01;Wildberries;ДетиПоносят;Продвижение карточки;107106;1772;212;111636
2025-12-10;Lamoda;ДетиНеВыносят;Авто-реклама;185303;14225;431;512100
2025-09-17;Lamoda;ДетиПоносят;Поиск;75594;4258;508;76644
2025-08-16;Ozon;ДетиПоносят;Поиск;51045;1914;178;151206
2025-07-11;Яндекс Маркет;ДетиПоносят;Продвижение карточки;184509;10658;397;639480
2025-12-17;Lamoda;ДетиНеВыносят;Каталог;68914;2296;292;22960
2025-07-24;Яндекс Маркет;ДетиНосят;Авто-реклама;43903;1596;125;122892
2025-07-31;Wildberries;ДетиПоносят;Продвижение карточки;71528;5580;800;212040
2025-06-07;Wildberries;ДетиПоносят;Продвижение карточки;10321;641;53;50639
2025-04-04;Wildberries;ДетиНосят;Каталог;83327;2755;410;159790
2025-04-13;Ozon;ДетиНосят;Авто-реклама;179316;13598;534;734292
2025-07-13;Яндекс Маркет;ДетиНосят;Авто-реклама;88160;4089;380;155382
2025-08-22;Lamoda;ДетиПоносят;Продвижение карточки;60665;1844;181;51632
2025-01-23;Lamoda;ДетиПоносят;Авто-реклама;166052;5373;236;295515
2025-05-10;Lamoda;ДетиПоносят;Авто-реклама;95091;1379;177;46886
2025-12-22;Ozon;ДетиНосят;Продвижение карточки;19277;528;38;22176
2025-03-24;Яндекс Маркет;ДетиПоносят;Поиск;175127;7610;402;327230
2025-07-11;Яндекс Маркет;ДетиПоносят;Каталог;139288;6025;903;343425
2025-05-08;Lamoda;ДетиПоносят;Каталог;145518;10203;975;642789
2025-08-22;Яндекс Маркет;ДетиНосят;Продвижение карточки;39053;996;129;69720
2025-11-26;Ozon;ДетиНосят;Поиск;41778;3198;369;63960
2025-10-14;Ozon;ДетиНеВыносят;Авто-реклама;145854;2061;267;127782
2025-01-11;Ozon;ДетиНеВыносят;Авто-реклама;36107;1825;175;52925
2025-03-03;Ozon;ДетиНеВыносят;Брендовая реклама;86945;4454;469;142528
2025-08-25;Ozon;ДетиПоносят;Брендовая реклама;191133;2798;182;201456
2025-10-04;Яндекс Маркет;ДетиНеВыносят;Поиск;94760;2821;360;121303
2025-07-08;Ozon;ДетиПоносят;Поиск;189004;1922;91;34596
2025-11-07;Ozon;ДетиНосят;Каталог;24088;1316;41;90804
2025-06-23;Lamoda;ДетиНеВыносят;Брендовая реклама;78500;4730;640;359480
2025-06-18;Ozon;ДетиНосят;Авто-реклама;110927;1263;100;94725
2025-06-29;Lamoda;ДетиНосят;Продвижение карточки;104860;7609;318;144571
2025-09-14;Яндекс Маркет;ДетиНеВыносят;Каталог;20883;687;40;37785
2025-12-22;Ozon;ДетиПоносят;Продвижение карточки;144702;4109;420;299957
2025-03-15;Lamoda;ДетиНеВыносят;Поиск;187361;10089;1384;625518
2025-02-09;Wildberries;ДетиНеВыносят;Поиск;136277;3348;431;224316
2025-01-12;Wildberries;ДетиПоносят;Брендовая реклама;112595;2924;301;35088
2025-01-13;Lamoda;ДетиНосят;Брендовая реклама;76128;5792;753;411232
2025-03-27;Wildberries;ДетиНеВыносят;Продвижение карточки;106523;6913;683;152086
2025-07-12;Lamoda;ДетиПоносят;Продвижение карточки;182828;7678;502;406934
2025-09-03;Wildberries;ДетиНеВыносят;Продвижение карточки;43775;1445;202;27455
2025-04-10;Lamoda;ДетиПоносят;Продвижение карточки;146106;4426;467;327524
2025-11-27;Lamoda;ДетиНосят;Авто-реклама;170365;12935;1331;569140
2025-07-14;Lamoda;ДетиНеВыносят;Авто-реклама;46961;1357;43;36639
2025-06-29;Ozon;ДетиНеВыносят;Каталог;95720;3063;190;122520
2025-01-04;Яндекс Маркет;ДетиНеВыносят;Авто-реклама;74894;5009;301;230414
2025-05-28;Lamoda;ДетиПоносят;Каталог;117742;3766;298;203364
2025-01-01;Яндекс Маркет;ДетиНосят;Каталог;159633;11899;1407;237980
2025-04-11;Wildberries;ДетиНеВыносят;Поиск;159600;7573;1087;446807
2025-01-30;Яндекс Маркет;ДетиНеВыносят;Каталог;178757;8898;429;284736
2025-07-18;Ozon;ДетиНеВыносят;Авто-реклама;22211;306;30;23256
2025-02-15;Яндекс Маркет;ДетиНеВыносят;Брендовая реклама;91498;5808;541;116160
2025-03-08;Яндекс Маркет;ДетиПоносят;Брендовая реклама;183739;12392;1367;718736
2025-02-06;Яндекс Маркет;ДетиПоносят;Брендовая реклама;144140;8210;1043;246300
2025-09-12;Lamoda;ДетиНосят;Каталог;138272;3963;552;269484
2025-05-28;Ozon;ДетиПоносят;Продвижение карточки;177220;9577;890;421388
2025-03-19;Lamoda;ДетиПоносят;Поиск;12660;634;65;47550
2025-08-10;Яндекс Маркет;ДетиНосят;Поиск;179327;11679;565;385407
2025-02-06;Lamoda;ДетиНеВыносят;Каталог;155263;7936;1067;420608
2025-02-22;Яндекс Маркет;ДетиНеВыносят;Авто-реклама;32375;1175;161;17625
2025-06-15;Яндекс Маркет;ДетиНеВыносят;Брендовая реклама;13920;873;47;16587
2025-04-12;Lamoda;ДетиНеВыносят;Продвижение карточки;177345;7714;915;431984
2025-12-11;Ozon;ДетиНосят;Поиск;89219;5791;339;202685
2025-01-08;Lamoda;ДетиПоносят;Авто-реклама;143148;3203;205;204992
2025-11-18;Ozon;ДетиНосят;Авто-реклама;83674;1266;82;49374
2025-04-04;Ozon;ДетиНосят;Каталог;172721;3269;244;189602
2025-10-19;Lamoda;ДетиПоносят;Брендовая реклама;195350;11695;1021;268985
2025-07-15;Ozon;ДетиНосят;Брендовая реклама;137030;8787;346;360267
2025-03-19;Wildberries;ДетиПоносят;Брендовая реклама;30705;2071;126;37278
2025-07-07;Ozon;ДетиНосят;Поиск;94630;5099;238;377326
2025-12-07;Wildberries;ДетиПоносят;Каталог;88964;2789;307;217542
2025-07-06;Яндекс Маркет;ДетиПоносят;Продвижение карточки;198959;9323;1204;270367
2025-05-04;Wildberries;ДетиПоносят;Продвижение карточки;34126;1889;95;26446
2025-07-11;Ozon;ДетиНеВыносят;Каталог;83245;1508;158;119132
2025-09-19;Lamoda;ДетиНеВыносят;Брендовая реклама;183976;2415;197;103845
2025-12-10;Lamoda;ДетиПоносят;Продвижение карточки;45809;1539;79;66177
2025-12-28;Ozon;ДетиНосят;Авто-реклама;63860;3547;506;46111
2025-12-08;Wildberries;ДетиПоносят;Авто-реклама;21651;1136;134;63616
2025-03-09;Яндекс Маркет;ДетиНеВыносят;Авто-реклама;135292;4751;610;375329
2025-02-18;Ozon;ДетиПоносят;Авто-реклама;167218;8284;848;646152
2025-08-31;Lamoda;ДетиНосят;Продвижение карточки;25776;1051;151;58856
2025-07-05;Wildberries;ДетиПоносят;Продвижение карточки;105763;4221;151;215271
2025-06-28;Ozon;ДетиНеВыносят;Каталог;65784;2943;170;41202
2025-06-07;Яндекс Маркет;ДетиНеВыносят;Поиск;62227;2099;113;157425
2025-09-15;Wildberries;ДетиНеВыносят;Поиск;188400;8108;389;291888
2025-04-17;Wildberries;ДетиПоносят;Продвижение карточки;199216;5240;354;330120
2025-01-20;Яндекс Маркет;ДетиПоносят;Каталог;2098;90;5;5220
2025-04-21;Wildberries;ДетиНеВыносят;Брендовая реклама;112064;3711;284;96486
2025-03-10;Lamoda;ДетиНеВыносят;Поиск;102120;3291;388;125058
2025-04-08;Wildberries;ДетиНеВыносят;Поиск;52346;1556;168;68464
2025-07-26;Яндекс Маркет;ДетиНеВыносят;Авто-реклама;198839;4677;475;65478
2025-06-05;Яндекс Маркет;ДетиНосят;Каталог;50604;3937;352;125984
2025-11-04;Яндекс Маркет;ДетиНеВыносят;Брендовая реклама;184850;10406;1221;561924
2025-09-15;Яндекс Маркет;ДетиПоносят;Продвижение карточки;122483;4812;660;144360
2025-03-09;Ozon;ДетиНосят;Поиск;52754;3944;467;295800
2025-08-16;Ozon;ДетиНосят;Брендовая реклама;194710;11529;977;783972
2025-06-09;Wildberries;ДетиНеВыносят;Поиск;17452;818;27;58078
2025-07-01;Яндекс Маркет;ДетиПоносят;Авто-реклама;188799;9334;720;130676
2025-11-25;Wildberries;ДетиНосят;Каталог;19436;1362;141;13620
2025-09-25;Ozon;ДетиПоносят;Авто-реклама;85644;2382;173;30966
2025-06-15;Ozon;ДетиНеВыносят;Поиск;155206;2395;319;59875
2025-06-03;Яндекс Маркет;ДетиНосят;Поиск;51188;2399;302;88763
2025-11-28;Wildberries;ДетиНосят;Продвижение карточки;69716;4567;506;278587
2025-12-09;Lamoda;ДетиНосят;Брендовая реклама;28300;2089;226;106539
2025-12-14;Lamoda;ДетиПоносят;Продвижение карточки;199524;14319;1593;744588
2025-10-02;Ozon;ДетиНеВыносят;Продвижение карточки;59824;2214;195;166050
2025-10-04;Lamoda;ДетиНеВыносят;Брендовая реклама;160079;5414;788;205732
2025-01-09;Ozon;ДетиПоносят;Авто-реклама;142754;10107;1157;121284
2025-05-18;Ozon;ДетиНосят;Брендовая реклама;128039;9908;1093;148620
2025-08-16;Ozon;ДетиНосят;Авто-реклама;170182;2104;155;75744
2025-12-09;Яндекс Маркет;ДетиНеВыносят;Поиск;111677;5833;640;139992
2025-12-01;Яндекс Маркет;ДетиПоносят;Авто-реклама;86124;4651;465;223248
2025-03-19;Wildberries;ДетиНеВыносят;Продвижение карточки;47359;1760;216;31680
2025-09-21;Ozon;ДетиНеВыносят;Брендовая реклама;30282;1262;110;70672
2025-12-08;Яндекс Маркет;ДетиНосят;Брендовая реклама;29467;542;49;33062
2025-06-12;Wildberries;ДетиПоносят;Каталог;23531;756;44;21924
2025-12-22;Wildberries;ДетиНосят;Продвижение карточки;72600;4316;372;185588
2025-06-30;Lamoda;ДетиНосят;Поиск;32068;1460;192;86140
2025-05-18;Ozon;ДетиПоносят;Поиск;49708;3538;254;237046
2025-04-12;Wildberries;ДетиНосят;Каталог;23755;1847;132;40634
2025-11-30;Wildberries;ДетиНеВыносят;Каталог;104492;8042;781;570982
2025-07-18;Яндекс Маркет;ДетиНосят;Продвижение карточки;64796;1469;139;88140
2025-06-23;Lamoda;ДетиПоносят;Каталог;5309;201;13;2613
2025-09-09;Lamoda;ДетиПоносят;Каталог;14388;986;48;10846
2025-04-04;Wildberries;ДетиНосят;Поиск;55960;3205;108;246785
2025-06-05;Lamoda;ДетиНосят;Продвижение карточки;104604;1386;200;42966
2025-09-01;Wildberries;ДетиПоносят;Продвижение карточки;138260;6834;295;430542
2025-12-06;Lamoda;ДетиНеВыносят;Поиск;85626;4383;332;179703
2025-05-20;Яндекс Маркет;ДетиНеВыносят;Авто-реклама;97615;4163;130;266432
2025-03-30;Яндекс Маркет;ДетиНеВыносят;Авто-реклама;126848;5013;315;65169
2025-01-22;Ozon;ДетиНеВыносят;Поиск;94317;2564;134;94868
2025-04-04;Lamoda;ДетиНеВыносят;Авто-реклама;1612;32;4;1920
2025-04-14;Wildberries;ДетиПоносят;Авто-реклама;92586;1492;121;85044
2025-10-28;Lamoda;ДетиНеВыносят;Брендовая реклама;68965;3274;361;101494
2025-04-28;Яндекс Маркет;ДетиНеВыносят;Каталог;174466;4504;185;90080
2025-01-10;Lamoda;ДетиПоносят;Каталог;145785;5350;562;326350
2025-11-16;Ozon;ДетиПоносят;Каталог;73991;3645;533;145800
2025-06-15;Lamoda;ДетиНосят;Брендовая реклама;7195;318;11;9540
2025-02-14;Wildberries;ДетиПоносят;Поиск;14339;540;63;14580
2025-06-04;Ozon;ДетиНосят;Брендовая реклама;109077;7489;975;142291
2025-07-20;Lamoda;ДетиНеВыносят;Каталог;4213;54;4;1620
2025-10-14;Wildberries;ДетиНеВыносят;Авто-реклама;83533;4227;289;236712
2025-07-30;Lamoda;ДетиНеВыносят;Каталог;166100;12210;479;854700
2025-10-14;Wildberries;ДетиНеВыносят;Брендовая реклама;100287;5320;739;297920
2025-08-23;Яндекс Маркет;ДетиНеВыносят;Авто-реклама;39125;3124;110;49984
2025-03-05;Wildberries;ДетиНосят;Продвижение карточки;59098;2959;205;73975
2025-10-01;Wildberries;ДетиНеВыносят;Авто-реклама;11886;569;77;20484
2025-06-11;Wildberries;ДетиНеВыносят;Продвижение карточки;151967;2107;118;67424
2025-01-03;Яндекс Маркет;ДетиНосят;Поиск;70567;4479;659;300093
2025-07-03;Ozon;ДетиНеВыносят;Брендовая реклама;188208;14351;689;243967
2025-02-28;Lamoda;ДетиНеВыносят;Поиск;3534;239;20;17925
2025-10-24;Wildberries;ДетиПоносят;Брендовая реклама;124998;2643;112;171795
2025-10-02;Lamoda;ДетиНосят;Авто-реклама;188863;6021;399;445554
2025-02-22;Яндекс Маркет;ДетиНосят;Брендовая реклама;147154;6277;641;125540
2025-02-28;Яндекс Маркет;ДетиНеВыносят;Авто-реклама;57488;3957;377;257205
2025-06-06;Яндекс Маркет;ДетиНеВыносят;Каталог;73399;3915;399;250560
2025-12-20;Ozon;ДетиПоносят;Поиск;71703;2939;223;102865
2025-07-29;Ozon;ДетиПоносят;Каталог;119991;4646;294;185840
2025-02-01;Wildberries;ДетиНосят;Авто-реклама;57672;2982;389;107352
2025-07-28;Lamoda;ДетиНеВыносят;Продвижение карточки;23174;1784;135;62440
2025-06-08;Wildberries;ДетиНосят;Брендовая реклама;139686;9898;1191;593880
2025-07-28;Ozon;ДетиПоносят;Каталог;68768;5354;419;208806
2025-04-09;Lamoda;ДетиПоносят;Поиск;55420;4065;333;321135
2025-03-16;Wildberries;ДетиНеВыносят;Авто-реклама;122078;2899;104;214526
2025-03-07;Lamoda;ДетиНеВыносят;Поиск;105305;1452;102;14520
2025-10-04;Wildberries;ДетиНосят;Поиск;151248;5608;587;235536
2025-07-14;Lamoda;ДетиНеВыносят;Брендовая реклама;168717;11852;1613;402968
2025-03-25;Ozon;ДетиНеВыносят;Брендовая реклама;152530;11850;1751;616200
