sku_id;article;sku_name;category;brand;supplier;collection;gender;season;color;size;cost_price;retail_price;commission_percent;logistics_cost;storage_cost;weight_g
4726;ДЕТ-004726;Футболка хлопковая черный;Футболки;ДетиНосят;Kids Factory;Casual;Унисекс;Весна;Черный;140;1555;4590.0;10;181;19;1159
4727;ДЕТ-004727;Брюки спортивные розовый;Штаны;ДетиНеВыносят;ООО Текстиль Плюс;Basic;Мальчики;Зима;Розовый;110;2210;5590.0;12;54;39;650
4728;ДЕТ-004728;Худи на молнии синий;Худи;ДетиНосят;Happy Textile;Sport;Унисекс;Весна;Синий;86;1553;4850.0;15;135;8;624
4729;ДЕТ-004729;Пижама хлопковая зеленый;Пижамы;ДетиНосят;ООО Текстиль Плюс;Sport;Унисекс;Осень;Зеленый;116;2911;9060.0;10;52;36;627
4730;ДЕТ-004730;Штаны утепленные серый;Штаны;ДетиПоносят;ООО Текстиль Плюс;New;Девочки;Лето;Серый;98;3568;8790.0;18;87;20;698
4731;ДЕТ-004731;Футболка оверсайз черный;Футболки;ДетиНосят;ООО Текстиль Плюс;Casual;Мальчики;Зима;Черный;104;2535;6590.0;18;226;25;1096
4732;ДЕТ-004732;Худи оверсайз серый;Худи;ДетиНосят;ООО Текстиль Плюс;Sport;Унисекс;Весна;Серый;140;3002;6980.0;20;54;22;524
4733;ДЕТ-004733;Джоггеры розовый;Штаны;ДетиНосят;Kids Factory;Premium;Унисекс;Зима;Розовый;134;1558;5270.0;20;56;27;1113
4734;ДЕТ-004734;Брюки спортивные черный;Штаны;ДетиНосят;ООО Детский Мир;Basic;Девочки;Зима;Черный;98;2167;4990.0;18;167;27;207
4735;ДЕТ-004735;Джоггеры зеленый;Штаны;ДетиНосят;ООО Детский Мир;New;Девочки;Весна;Зеленый;134;1830;5580.0;15;137;26;646
4736;ДЕТ-004736;Брюки спортивные белый;Штаны;ДетиНеВыносят;Kids Factory;Premium;Мальчики;Лето;Белый;128;3716;11250.0;10;186;11;230
4737;ДЕТ-004737;Футболка оверсайз черный;Футболки;ДетиНеВыносят;Kids Factory;New;Девочки;Осень;Черный;140;1700;5740.0;15;78;28;625
4738;ДЕТ-004738;Штаны утепленные черный;Штаны;ДетиНеВыносят;ООО Текстиль Плюс;Casual;Унисекс;Весна;Черный;92;2777;6180.0;15;143;26;1118
4739;ДЕТ-004739;Футболка хлопковая серый;Футболки;ДетиПоносят;ООО Детский Мир;Premium;Девочки;Лето;Серый;86;3961;10940.0;20;77;30;362
4740;ДЕТ-004740;Штаны утепленные черный;Штаны;ДетиНосят;ООО Детский Мир;New;Девочки;Осень;Черный;110;3660;12430.0;10;242;33;332
4741;ДЕТ-004741;Футболка хлопковая черный;Футболки;ДетиПоносят;Kids Factory;Casual;Унисекс;Зима;Черный;128;466;1320.0;20;77;11;1134
4742;ДЕТ-004742;Футболка хлопковая синий;Футболки;ДетиНосят;Kids Factory;Casual;Унисекс;Весна;Синий;86;2526;8130.0;12;148;16;543
4743;ДЕТ-004743;Худи на молнии черный;Худи;ДетиПоносят;Fashion Group;Premium;Мальчики;Зима;Черный;86;782;2390.0;20;131;22;751
4744;ДЕТ-004744;Худи оверсайз черный;Худи;ДетиНосят;Fashion Group;Casual;Девочки;Осень;Черный;80;1382;3740.0;20;56;10;1062
4745;ДЕТ-004745;Футболка оверсайз белый;Футболки;ДетиНосят;Kids Factory;New;Девочки;Лето;Белый;122;2374;7440.0;10;76;9;591
4746;ДЕТ-004746;Футболка хлопковая бежевый;Футболки;ДетиНеВыносят;ООО Текстиль Плюс;New;Мальчики;Осень;Бежевый;128;2124;5410.0;20;169;7;184
4747;ДЕТ-004747;Куртка мембранная зеленый;Куртки;ДетиНосят;Happy Textile;Basic;Унисекс;Зима;Зеленый;122;2684;6790.0;12;81;27;769
4748;ДЕТ-004748;Джоггеры серый;Штаны;ДетиНеВыносят;ООО Текстиль Плюс;Casual;Унисекс;Весна;Серый;110;321;890.0;12;233;38;790
4749;ДЕТ-004749;Куртка демисезонная бежевый;Куртки;ДетиПоносят;Fashion Group;Premium;Девочки;Зима;Бежевый;116;831;2100.0;15;151;37;380
4750;ДЕТ-004750;Комбинезон демисезонный розовый;Комбинезоны;ДетиНосят;Fashion Group;Casual;Девочки;Зима;Розовый;140;2081;4710.0;18;107;31;576
4751;ДЕТ-004751;Худи утепленное зеленый;Худи;ДетиНеВыносят;Happy Textile;New;Мальчики;Лето;Зеленый;140;3887;10890.0;10;216;23;667
4752;ДЕТ-004752;Комбинезон демисезонный розовый;Комбинезоны;ДетиНосят;Happy Textile;Basic;Унисекс;Осень;Розовый;98;1570;4900.0;15;137;28;1113
4753;ДЕТ-004753;Футболка оверсайз красный;Футболки;ДетиНосят;ООО Текстиль Плюс;Basic;Мальчики;Лето;Красный;122;2663;9090.0;15;65;33;228
4754;ДЕТ-004754;Худи утепленное белый;Худи;ДетиНеВыносят;Fashion Group;Sport;Девочки;Весна;Белый;128;3564;7840.0;18;180;16;302
4755;ДЕТ-004755;Худи утепленное бежевый;Худи;ДетиНеВыносят;Happy Textile;Basic;Унисекс;Осень;Бежевый;86;3586;8070.0;10;155;28;667
4756;ДЕТ-004756;Куртка демисезонная серый;Куртки;ДетиНеВыносят;Fashion Group;Basic;Мальчики;Зима;Серый;134;2490;6060.0;18;226;22;924
4757;ДЕТ-004757;Куртка зимняя красный;Куртки;ДетиНосят;Happy Textile;New;Девочки;Весна;Красный;122;1604;3590.0;20;190;27;929
4758;ДЕТ-004758;Футболка базовая синий;Футболки;ДетиНеВыносят;Fashion Group;Premium;Унисекс;Весна;Синий;92;1195;3180.0;10;119;22;747
4759;ДЕТ-004759;Штаны утепленные розовый;Штаны;ДетиНосят;ООО Текстиль Плюс;Casual;Мальчики;Весна;Розовый;104;1091;3280.0;10;59;36;615
4760;ДЕТ-004760;Джоггеры серый;Штаны;ДетиНосят;ООО Детский Мир;Sport;Унисекс;Осень;Серый;104;1129;3360.0;15;65;27;964
4761;ДЕТ-004761;Худи утепленное розовый;Худи;ДетиНосят;ООО Текстиль Плюс;New;Мальчики;Зима;Розовый;92;3256;8310.0;15;230;10;396
4762;ДЕТ-004762;Футболка оверсайз черный;Футболки;ДетиПоносят;Kids Factory;Casual;Мальчики;Осень;Черный;80;891;3000.0;12;218;17;1128
4763;ДЕТ-004763;Куртка демисезонная синий;Куртки;ДетиНосят;Happy Textile;Sport;Девочки;Зима;Синий;128;2813;8190.0;10;135;5;297
4764;ДЕТ-004764;Пижама хлопковая синий;Пижамы;ДетиПоносят;Happy Textile;Premium;Унисекс;Зима;Синий;122;2317;7070.0;12;63;20;452
4765;ДЕТ-004765;Комбинезон демисезонный белый;Комбинезоны;ДетиНосят;Kids Factory;Basic;Девочки;Весна;Белый;134;553;1590.0;18;88;18;729
4766;ДЕТ-004766;Комбинезон хлопковый розовый;Комбинезоны;ДетиНеВыносят;ООО Детский Мир;New;Мальчики;Лето;Розовый;98;1634;4290.0;10;84;32;1020
4767;ДЕТ-004767;Пижама с принтом синий;Пижамы;ДетиНеВыносят;ООО Текстиль Плюс;Sport;Мальчики;Весна;Синий;98;3260;11040.0;10;237;28;787
4768;ДЕТ-004768;Худи оверсайз синий;Худи;ДетиНеВыносят;Kids Factory;Basic;Мальчики;Осень;Синий;104;354;960.0;15;109;5;582
4769;ДЕТ-004769;Куртка демисезонная зеленый;Куртки;ДетиНосят;Kids Factory;Basic;Унисекс;Лето;Зеленый;116;3770;8650.0;12;145;22;515
4770;ДЕТ-004770;Пижама с принтом бежевый;Пижамы;ДетиНосят;Fashion Group;Sport;Девочки;Весна;Бежевый;86;3783;10570.0;15;221;34;830
4771;ДЕТ-004771;Куртка демисезонная бежевый;Куртки;ДетиПоносят;ООО Текстиль Плюс;Casual;Девочки;Осень;Бежевый;104;3743;11330.0;12;195;22;206
4772;ДЕТ-004772;Футболка хлопковая зеленый;Футболки;ДетиНеВыносят;Kids Factory;Premium;Унисекс;Весна;Зеленый;116;1691;4450.0;12;106;27;431
4773;ДЕТ-004773;Пижама с принтом бежевый;Пижамы;ДетиПоносят;ООО Детский Мир;Basic;Унисекс;Зима;Бежевый;98;1610;3710.0;15;124;21;1039
4774;ДЕТ-004774;Куртка мембранная белый;Куртки;ДетиНеВыносят;Kids Factory;Premium;Унисекс;Лето;Белый;98;3099;7170.0;20;78;36;550
4775;ДЕТ-004775;Куртка демисезонная розовый;Куртки;ДетиПоносят;Kids Factory;New;Мальчики;Весна;Розовый;98;3572;9630.0;18;182;21;1005
4776;ДЕТ-004776;Худи оверсайз бежевый;Худи;ДетиНосят;ООО Текстиль Плюс;New;Унисекс;Лето;Бежевый;80;3006;10190.0;10;246;33;273
4777;ДЕТ-004777;Джоггеры бежевый;Штаны;ДетиНосят;Kids Factory;Casual;Девочки;Лето;Бежевый;140;586;1860.0;20;222;24;588
4778;ДЕТ-004778;Брюки спортивные белый;Штаны;ДетиНеВыносят;Happy Textile;Sport;Унисекс;Весна;Белый;92;1240;3550.0;18;183;38;150
4779;ДЕТ-004779;Худи на молнии синий;Худи;ДетиПоносят;Fashion Group;Premium;Унисекс;Зима;Синий;140;2787;8680.0;12;115;38;1112
4780;ДЕТ-004780;Футболка оверсайз розовый;Футболки;ДетиНосят;Fashion Group;Premium;Мальчики;Зима;Розовый;92;3072;7510.0;15;70;5;284
4781;ДЕТ-004781;Джоггеры розовый;Штаны;ДетиНосят;Kids Factory;Casual;Унисекс;Весна;Розовый;104;1123;2500.0;20;208;16;179
4782;ДЕТ-004782;Футболка хлопковая розовый;Футболки;ДетиНеВыносят;ООО Текстиль Плюс;Premium;Мальчики;Весна;Розовый;116;1236;3570.0;20;159;25;681
4783;ДЕТ-004783;Комбинезон демисезонный бежевый;Комбинезоны;ДетиПоносят;ООО Детский Мир;Sport;Унисекс;Весна;Бежевый;128;3437;7940.0;12;205;13;1110
4784;ДЕТ-004784;Брюки спортивные зеленый;Штаны;ДетиНеВыносят;Kids Factory;Sport;Девочки;Осень;Зеленый;140;2099;5570.0;20;58;30;270
4785;ДЕТ-004785;Комбинезон хлопковый розовый;Комбинезоны;ДетиНосят;Happy Textile;Basic;Девочки;Весна;Розовый;98;2152;5290.0;10;61;17;897
4786;ДЕТ-004786;Пижама с принтом красный;Пижамы;ДетиНосят;Kids Factory;Basic;Девочки;Весна;Красный;98;2149;5050.0;12;57;33;900
4787;ДЕТ-004787;Худи оверсайз розовый;Худи;ДетиНеВыносят;ООО Текстиль Плюс;Basic;Унисекс;Лето;Розовый;104;1116;2800.0;10;113;27;740
4788;ДЕТ-004788;Худи оверсайз зеленый;Худи;ДетиНеВыносят;Kids Factory;Premium;Девочки;Весна;Зеленый;86;3879;12470.0;15;164;20;894
4789;ДЕТ-004789;Куртка зимняя розовый;Куртки;ДетиПоносят;Fashion Group;New;Унисекс;Зима;Розовый;104;544;1820.0;15;171;10;822
4790;ДЕТ-004790;Штаны утепленные белый;Штаны;ДетиНосят;Happy Textile;Basic;Унисекс;Весна;Белый;98;2991;7820.0;12;177;31;881
4791;ДЕТ-004791;Комбинезон демисезонный розовый;Комбинезоны;ДетиНеВыносят;ООО Текстиль Плюс;Casual;Унисекс;Осень;Розовый;140;1772;4860.0;15;119;34;163
4792;ДЕТ-004792;Пижама хлопковая зеленый;Пижамы;ДетиНеВыносят;ООО Текстиль Плюс;Basic;Девочки;Весна;Зеленый;134;2254;7530.0;15;181;14;973
4793;ДЕТ-004793;Штаны утепленные белый;Штаны;ДетиПоносят;ООО Детский Мир;New;Унисекс;Лето;Белый;92;2733;6260.0;15;208;18;800
4794;ДЕТ-004794;Куртка мембранная бежевый;Куртки;ДетиПоносят;ООО Детский Мир;Premium;Мальчики;Лето;Бежевый;128;1622;4580.0;12;237;14;716
4795;ДЕТ-004795;Куртка зимняя серый;Куртки;ДетиПоносят;ООО Текстиль Плюс;Premium;Унисекс;Весна;Серый;104;3930;12630.0;20;184;20;301
4796;ДЕТ-004796;Пижама с принтом черный;Пижамы;ДетиНеВыносят;Happy Textile;Basic;Унисекс;Осень;Черный;134;3526;10900.0;15;53;15;994
4797;ДЕТ-004797;Футболка базовая черный;Футболки;ДетиПоносят;Happy Textile;Basic;Девочки;Зима;Черный;110;2687;8450.0;10;73;30;198
4798;ДЕТ-004798;Штаны утепленные розовый;Штаны;ДетиПоносят;Kids Factory;New;Девочки;Весна;Розовый;86;2950;9550.0;18;73;7;486
4799;ДЕТ-004799;Футболка базовая розовый;Футболки;ДетиПоносят;Fashion Group;Casual;Унисекс;Лето;Розовый;86;2377;6180.0;15;106;17;726
4800;ДЕТ-004800;Куртка демисезонная розовый;Куртки;ДетиПоносят;Fashion Group;Premium;Унисекс;Зима;Розовый;116;3197;10980.0;20;94;12;1060
4801;ДЕТ-004801;Худи на молнии красный;Худи;ДетиНосят;ООО Текстиль Плюс;Sport;Мальчики;Весна;Красный;122;2238;5770.0;20;156;13;1190
4802;ДЕТ-004802;Худи утепленное синий;Худи;ДетиНосят;ООО Текстиль Плюс;Basic;Унисекс;Зима;Синий;116;510;1680.0;20;82;32;745
4803;ДЕТ-004803;Футболка оверсайз черный;Футболки;ДетиНеВыносят;Fashion Group;Basic;Девочки;Зима;Черный;86;470;1080.0;10;99;39;401
4804;ДЕТ-004804;Футболка оверсайз черный;Футболки;ДетиНосят;ООО Детский Мир;Casual;Унисекс;Весна;Черный;140;463;1370.0;10;223;13;585
4805;ДЕТ-004805;Комбинезон хлопковый бежевый;Комбинезоны;ДетиНеВыносят;Fashion Group;New;Унисекс;Осень;Бежевый;134;2887;8420.0;10;50;33;1069
4806;ДЕТ-004806;Брюки спортивные серый;Штаны;ДетиНосят;Happy Textile;Casual;Мальчики;Весна;Серый;122;1494;5040.0;10;211;35;844
4807;ДЕТ-004807;Футболка базовая белый;Футболки;ДетиПоносят;Kids Factory;New;Унисекс;Весна;Белый;92;877;2160.0;15;227;22;314
4808;ДЕТ-004808;Худи на молнии розовый;Худи;ДетиНеВыносят;ООО Детский Мир;Basic;Мальчики;Лето;Розовый;80;2416;8110.0;20;175;17;339
4809;ДЕТ-004809;Куртка зимняя красный;Куртки;ДетиПоносят;Kids Factory;Basic;Унисекс;Осень;Красный;110;3981;13230.0;18;130;6;1044
4810;ДЕТ-004810;Куртка демисезонная розовый;Куртки;ДетиНеВыносят;Kids Factory;Casual;Унисекс;Осень;Розовый;140;1271;3040.0;12;199;16;1059
4811;ДЕТ-004811;Штаны утепленные черный;Штаны;ДетиПоносят;ООО Детский Мир;New;Девочки;Осень;Черный;116;3812;11820.0;18;220;18;901
4812;ДЕТ-004812;Худи на молнии белый;Худи;ДетиНеВыносят;Kids Factory;Premium;Унисекс;Весна;Белый;86;2156;6570.0;18;134;15;652
4813;ДЕТ-004813;Комбинезон утепленный зеленый;Комбинезоны;ДетиНосят;Happy Textile;Sport;Девочки;Лето;Зеленый;116;1401;3730.0;15;187;10;404
4814;ДЕТ-004814;Футболка базовая зеленый;Футболки;ДетиНосят;Kids Factory;Basic;Мальчики;Весна;Зеленый;110;2128;5930.0;20;214;10;729
4815;ДЕТ-004815;Штаны утепленные зеленый;Штаны;ДетиНеВыносят;ООО Текстиль Плюс;Casual;Мальчики;Зима;Зеленый;86;3324;8460.0;15;180;9;918
4816;ДЕТ-004816;Штаны утепленные зеленый;Штаны;ДетиПоносят;Happy Textile;Sport;Девочки;Весна;Зеленый;86;1467;3470.0;10;211;37;721
4817;ДЕТ-004817;Футболка хлопковая серый;Футболки;ДетиНосят;Kids Factory;Premium;Девочки;Зима;Серый;134;1454;4520.0;12;68;19;1176
4818;ДЕТ-004818;Комбинезон хлопковый синий;Комбинезоны;ДетиНеВыносят;Fashion Group;Premium;Девочки;Лето;Синий;98;2699;6850.0;12;234;30;1189
4819;ДЕТ-004819;Комбинезон демисезонный розовый;Комбинезоны;ДетиНеВыносят;Kids Factory;Sport;Унисекс;Осень;Розовый;104;2789;6260.0;20;221;5;794
4820;ДЕТ-004820;Комбинезон демисезонный белый;Комбинезоны;ДетиПоносят;Happy Textile;Casual;Унисекс;Весна;Белый;116;861;2950.0;18;68;11;570
4821;ДЕТ-004821;Джоггеры черный;Штаны;ДетиПоносят;Happy Textile;Basic;Мальчики;Зима;Черный;86;3823;11810.0;15;130;38;819
4822;ДЕТ-004822;Комбинезон утепленный синий;Комбинезоны;ДетиНеВыносят;Happy Textile;Sport;Девочки;Весна;Синий;98;3691;11510.0;18;92;29;508
4823;ДЕТ-004823;Куртка мембранная бежевый;Куртки;ДетиНеВыносят;Fashion Group;Premium;Мальчики;Зима;Бежевый;128;1542;4430.0;18;200;28;916
4824;ДЕТ-004824;Пижама хлопковая красный;Пижамы;ДетиПоносят;ООО Текстиль Плюс;New;Мальчики;Лето;Красный;134;2105;6330.0;18;236;5;989
4825;ДЕТ-004825;Комбинезон демисезонный красный;Комбинезоны;ДетиПоносят;Fashion Group;Casual;Унисекс;Зима;Красный;134;3737;11090.0;10;175;14;560
4826;ДЕТ-004826;Куртка зимняя белый;Куртки;ДетиНосят;Fashion Group;Premium;Мальчики;Лето;Белый;80;3043;7420.0;20;152;20;630
4827;ДЕТ-004827;Футболка оверсайз зеленый;Футболки;ДетиНеВыносят;Kids Factory;New;Девочки;Лето;Зеленый;110;2683;8390.0;20;213;7;737
4828;ДЕТ-004828;Куртка демисезонная зеленый;Куртки;ДетиНосят;Fashion Group;Premium;Девочки;Лето;Зеленый;128;2483;5890.0;10;72;22;1006
4829;ДЕТ-004829;Штаны утепленные розовый;Штаны;ДетиПоносят;ООО Детский Мир;Premium;Унисекс;Осень;Розовый;104;1606;4880.0;12;63;37;851
4830;ДЕТ-004830;Худи на молнии белый;Худи;ДетиПоносят;ООО Текстиль Плюс;Basic;Мальчики;Зима;Белый;122;2959;10070.0;10;240;23;873
4831;ДЕТ-004831;Джоггеры бежевый;Штаны;ДетиНеВыносят;Happy Textile;Sport;Унисекс;Осень;Бежевый;128;2121;5070.0;12;127;30;844
4832;ДЕТ-004832;Пижама хлопковая синий;Пижамы;ДетиНеВыносят;ООО Детский Мир;Premium;Девочки;Лето;Синий;116;1027;2690.0;20;69;13;230
4833;ДЕТ-004833;Комбинезон утепленный розовый;Комбинезоны;ДетиПоносят;ООО Детский Мир;Premium;Девочки;Весна;Розовый;80;3080;10220.0;15;104;9;668
4834;ДЕТ-004834;Худи оверсайз красный;Худи;ДетиНеВыносят;ООО Детский Мир;Sport;Мальчики;Осень;Красный;110;2943;8830.0;15;199;7;909
4835;ДЕТ-004835;Джоггеры бежевый;Штаны;ДетиПоносят;Happy Textile;Sport;Мальчики;Осень;Бежевый;116;1955;4910.0;10;217;34;325
4836;ДЕТ-004836;Джоггеры зеленый;Штаны;ДетиПоносят;ООО Текстиль Плюс;Sport;Унисекс;Осень;Зеленый;92;2657;8610.0;10;245;25;367
4837;ДЕТ-004837;Худи утепленное серый;Худи;ДетиНосят;Fashion Group;Premium;Девочки;Зима;Серый;122;3282;7320.0;20;110;10;754
4838;ДЕТ-004838;Комбинезон демисезонный черный;Комбинезоны;ДетиНеВыносят;Kids Factory;Premium;Мальчики;Весна;Черный;110;3729;10500.0;20;89;9;803
4839;ДЕТ-004839;Пижама хлопковая зеленый;Пижамы;ДетиПоносят;ООО Детский Мир;Basic;Девочки;Весна;Зеленый;98;1541;5110.0;18;220;24;238
4840;ДЕТ-004840;Комбинезон утепленный синий;Комбинезоны;ДетиНеВыносят;Happy Textile;Sport;Унисекс;Лето;Синий;110;3044;8300.0;18;110;35;1113
4841;ДЕТ-004841;Комбинезон хлопковый розовый;Комбинезоны;ДетиНеВыносят;ООО Детский Мир;Premium;Унисекс;Лето;Розовый;80;2870;9810.0;10;78;5;587
4842;ДЕТ-004842;Худи на молнии черный;Худи;ДетиНеВыносят;Fashion Group;Casual;Унисекс;Весна;Черный;110;2993;8830.0;12;220;21;367
4843;ДЕТ-004843;Джоггеры красный;Штаны;ДетиНосят;Kids Factory;Sport;Унисекс;Весна;Красный;122;1021;3080.0;15;63;32;359
4844;ДЕТ-004844;Куртка мембранная серый;Куртки;ДетиПоносят;Kids Factory;Casual;Унисекс;Весна;Серый;140;1523;4510.0;12;216;11;386
4845;ДЕТ-004845;Комбинезон демисезонный белый;Комбинезоны;ДетиНосят;Happy Textile;Basic;Унисекс;Весна;Белый;98;2986;7520.0;10;171;15;774
4846;ДЕТ-004846;Джоггеры синий;Штаны;ДетиПоносят;Happy Textile;Premium;Мальчики;Осень;Синий;134;3544;10090.0;15;88;39;371
4847;ДЕТ-004847;Брюки спортивные бежевый;Штаны;ДетиПоносят;Kids Factory;Casual;Мальчики;Лето;Бежевый;80;3051;6770.0;20;144;39;1075
4848;ДЕТ-004848;Худи оверсайз розовый;Худи;ДетиНосят;Happy Textile;Premium;Девочки;Осень;Розовый;104;2176;6360.0;15;145;7;284
4849;ДЕТ-004849;Футболка базовая синий;Футболки;ДетиНосят;Fashion Group;Basic;Мальчики;Лето;Синий;134;3623;12010.0;18;234;8;394
4850;ДЕТ-004850;Куртка демисезонная бежевый;Куртки;ДетиНосят;ООО Детский Мир;Basic;Девочки;Зима;Бежевый;134;3852;11760.0;18;241;5;602
4851;ДЕТ-004851;Комбинезон хлопковый белый;Комбинезоны;ДетиПоносят;ООО Детский Мир;New;Девочки;Лето;Белый;98;3960;13620.0;20;129;33;907
4852;ДЕТ-004852;Брюки спортивные синий;Штаны;ДетиНеВыносят;Fashion Group;Premium;Унисекс;Осень;Синий;134;2128;5880.0;10;145;7;1029
4853;ДЕТ-004853;Джоггеры красный;Штаны;ДетиПоносят;ООО Детский Мир;New;Мальчики;Зима;Красный;134;2806;6580.0;20;76;36;344
4854;ДЕТ-004854;Комбинезон хлопковый серый;Комбинезоны;ДетиПоносят;ООО Детский Мир;Basic;Мальчики;Лето;Серый;92;2874;8550.0;15;65;20;826
4855;ДЕТ-004855;Комбинезон утепленный белый;Комбинезоны;ДетиПоносят;ООО Детский Мир;Basic;Унисекс;Лето;Белый;128;2297;5490.0;15;64;16;330
4856;ДЕТ-004856;Брюки спортивные красный;Штаны;ДетиНосят;ООО Детский Мир;Sport;Мальчики;Осень;Красный;80;2730;8890.0;15;78;40;1181
4857;ДЕТ-004857;Комбинезон демисезонный синий;Комбинезоны;ДетиПоносят;Happy Textile;Basic;Мальчики;Весна;Синий;104;1713;5750.0;10;165;18;161
4858;ДЕТ-004858;Куртка демисезонная серый;Куртки;ДетиНосят;Fashion Group;Casual;Мальчики;Осень;Серый;98;1843;5790.0;10;155;12;559
4859;ДЕТ-004859;Худи на молнии синий;Худи;ДетиНеВыносят;Kids Factory;Premium;Мальчики;Осень;Синий;134;2149;5330.0;10;147;19;280
4860;ДЕТ-004860;Худи оверсайз красный;Худи;ДетиНеВыносят;Kids Factory;Premium;Мальчики;Осень;Красный;122;2193;7650.0;18;83;34;1127
4861;ДЕТ-004861;Комбинезон демисезонный бежевый;Комбинезоны;ДетиНеВыносят;Fashion Group;Premium;Девочки;Весна;Бежевый;98;3567;9920.0;12;94;20;1057
4862;ДЕТ-004862;Куртка зимняя красный;Куртки;ДетиНеВыносят;Fashion Group;New;Девочки;Зима;Красный;110;1299;3610.0;20;131;33;1090
4863;ДЕТ-004863;Комбинезон утепленный синий;Комбинезоны;ДетиНеВыносят;Kids Factory;Premium;Унисекс;Зима;Синий;98;1818;4100.0;18;157;38;1005
4864;ДЕТ-004864;Куртка демисезонная бежевый;Куртки;ДетиНеВыносят;Happy Textile;Premium;Мальчики;Зима;Бежевый;116;2166;6280.0;15;205;32;181
4865;ДЕТ-004865;Куртка зимняя розовый;Куртки;ДетиНеВыносят;Kids Factory;Sport;Девочки;Осень;Розовый;134;2588;7980.0;12;77;10;1099
4866;ДЕТ-004866;Комбинезон хлопковый красный;Комбинезоны;ДетиНеВыносят;ООО Текстиль Плюс;Sport;Мальчики;Осень;Красный;104;2504;5780.0;18;159;23;357
4867;ДЕТ-004867;Комбинезон хлопковый серый;Комбинезоны;ДетиНеВыносят;Happy Textile;Sport;Девочки;Зима;Серый;122;2874;7020.0;18;67;19;471
4868;ДЕТ-004868;Комбинезон хлопковый синий;Комбинезоны;ДетиПоносят;ООО Текстиль Плюс;Casual;Мальчики;Лето;Синий;122;2186;5230.0;15;82;14;1106
4869;ДЕТ-004869;Пижама хлопковая черный;Пижамы;ДетиНосят;ООО Текстиль Плюс;Casual;Девочки;Весна;Черный;134;3994;12040.0;20;169;14;1009
4870;ДЕТ-004870;Куртка демисезонная белый;Куртки;ДетиНосят;Fashion Group;Premium;Девочки;Осень;Белый;80;1143;3780.0;18;229;33;806
4871;ДЕТ-004871;Пижама с принтом зеленый;Пижамы;ДетиНосят;Kids Factory;Sport;Мальчики;Осень;Зеленый;110;615;1890.0;12;128;18;630
4872;ДЕТ-004872;Комбинезон хлопковый красный;Комбинезоны;ДетиПоносят;ООО Детский Мир;Premium;Унисекс;Зима;Красный;104;322;840.0;15;148;25;668
4873;ДЕТ-004873;Комбинезон утепленный белый;Комбинезоны;ДетиНосят;Happy Textile;Premium;Унисекс;Осень;Белый;128;3424;10750.0;18;185;9;324
4874;ДЕТ-004874;Пижама хлопковая черный;Пижамы;ДетиПоносят;ООО Текстиль Плюс;New;Мальчики;Лето;Черный;98;1155;3940.0;18;149;15;1120
4875;ДЕТ-004875;Куртка зимняя розовый;Куртки;ДетиНосят;ООО Детский Мир;Sport;Унисекс;Лето;Розовый;140;1606;5210.0;10;201;14;1102
4876;ДЕТ-004876;Куртка мембранная розовый;Куртки;ДетиНеВыносят;ООО Детский Мир;Premium;Мальчики;Зима;Розовый;92;2704;9030.0;20;236;12;1191
4877;ДЕТ-004877;Джоггеры синий;Штаны;ДетиПоносят;ООО Текстиль Плюс;Sport;Мальчики;Весна;Синий;110;693;1870.0;18;221;23;493
4878;ДЕТ-004878;Футболка базовая розовый;Футболки;ДетиПоносят;ООО Текстиль Плюс;Casual;Унисекс;Зима;Розовый;98;325;810.0;20;234;28;600
4879;ДЕТ-004879;Футболка базовая зеленый;Футболки;ДетиПоносят;Kids Factory;Basic;Девочки;Лето;Зеленый;128;3392;9250.0;10;108;31;1119
4880;ДЕТ-004880;Пижама хлопковая красный;Пижамы;ДетиПоносят;ООО Детский Мир;Premium;Мальчики;Лето;Красный;134;1323;4120.0;20;211;7;281
4881;ДЕТ-004881;Джоггеры белый;Штаны;ДетиНосят;ООО Детский Мир;New;Девочки;Зима;Белый;110;2380;5250.0;15;242;5;634
4882;ДЕТ-004882;Футболка хлопковая зеленый;Футболки;ДетиПоносят;ООО Детский Мир;Premium;Мальчики;Зима;Зеленый;86;1421;3710.0;15;137;20;1015
4883;ДЕТ-004883;Штаны утепленные розовый;Штаны;ДетиНосят;ООО Текстиль Плюс;Premium;Девочки;Весна;Розовый;122;443;1030.0;18;161;34;348
4884;ДЕТ-004884;Куртка зимняя бежевый;Куртки;ДетиНосят;Fashion Group;Premium;Мальчики;Осень;Бежевый;116;2469;7860.0;20;192;7;1060
4885;ДЕТ-004885;Пижама хлопковая зеленый;Пижамы;ДетиНеВыносят;Happy Textile;Basic;Девочки;Осень;Зеленый;104;3456;11840.0;15;250;5;934
4886;ДЕТ-004886;Пижама с принтом серый;Пижамы;ДетиНеВыносят;ООО Детский Мир;Casual;Унисекс;Зима;Серый;86;2280;6840.0;18;74;23;425
4887;ДЕТ-004887;Футболка базовая зеленый;Футболки;ДетиНеВыносят;Fashion Group;New;Унисекс;Осень;Зеленый;134;663;1840.0;10;200;35;618
4888;ДЕТ-004888;Футболка хлопковая черный;Футболки;ДетиПоносят;ООО Текстиль Плюс;Casual;Мальчики;Осень;Черный;116;2329;6520.0;15;161;16;313
4889;ДЕТ-004889;Футболка оверсайз бежевый;Футболки;ДетиНосят;ООО Детский Мир;Sport;Девочки;Зима;Бежевый;104;2660;6050.0;10;114;14;766
